text,expected_label,predicted_label,confidence,correct,prob_joy,prob_sadness,prob_anger,prob_fear,prob_disgust
When I saw a dead body in the mortuary I became afraid and I was filled with fear.,fear,fear,0.5028688907623291,True,0.0383,0.249,0.0602,0.5029,0.062
"Before Uni started, I had to leave home and take up residence in Brisbane (the ""big smoke"") leaving home, my family, and moving to such a big place was quite intimidating at first, and I was anxious about it.",fear,fear,0.5570766925811768,True,0.0532,0.1128,0.0722,0.5571,0.07
My mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up. She forced by means of her power.,disgust,anger,0.8424937725067139,False,0.0145,0.0347,0.8425,0.0214,0.0667
"In a lift a drunken, fat and untidy man tried to make advances at me.",disgust,disgust,0.5532662868499756,True,0.0394,0.0705,0.2165,0.0516,0.5533
"When I had to eat scraps from a dust-bin, because of a bet.",disgust,disgust,0.27292168140411377,True,0.0626,0.2156,0.1636,0.192,0.2729
The emotion came when a certain boy opened my locker without my knowledge.,anger,surprise,0.46128830313682556,False,0.192,0.1863,0.0447,0.0649,0.0507
When my boyfriend once again told me that he loved me after a period in which he felt very depressive.,joy,joy,0.383745938539505,True,0.3837,0.3468,0.0485,0.0491,0.0503
Someone signed up for a workshift at the co-op where I live and she did not want to work the switchboard. I became very angry. She had mentioned earlier that she wanted and needed the workshift to me so I did not sign up.,anger,anger,0.8638301491737366,True,0.0132,0.0487,0.8638,0.0232,0.0305
"A close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me.",anger,surprise,0.2511416971683502,False,0.0995,0.1648,0.1702,0.1497,0.1647
"When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up. I was afraid of the people near me and the future consequences.",fear,fear,0.5455132126808167,True,0.0385,0.1386,0.0685,0.5455,0.1395
"The teacher of one course gave me 10 questions with sub-questions going from a to e for each question. She asked me to do all this in one and a half hours. It involved a lot of describing and explaining and even though I knew all the answers, I could not finish the work.",disgust,joy,0.38617685437202454,False,0.3862,0.1547,0.0433,0.0674,0.0553
Watching a horror film.,fear,disgust,0.3667401075363159,False,0.1837,0.0936,0.0779,0.1404,0.3667
"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back.",anger,sadness,0.3520776331424713,False,0.1252,0.3521,0.079,0.1357,0.0705
An hour before receiving the certificate results I was very frightened. When I saw others crying I felt very tense and as time went by my fear grew.,fear,sadness,0.4848312735557556,False,0.034,0.4848,0.0789,0.2741,0.0413
"A time when, as part of my work, I was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too. The whole trip was a waste.",anger,sadness,0.3358263373374939,False,0.0659,0.3358,0.1885,0.0997,0.1411
"When I was a child, one day while playing, I fell up to my waist in mud.",disgust,sadness,0.4900825619697571,False,0.0623,0.4901,0.135,0.0962,0.1091
Heated discussion with spouse concerning new house.,anger,disgust,0.4170360267162323,False,0.0749,0.0812,0.2158,0.1049,0.417
My roommate messing up our room.,disgust,disgust,0.3902159333229065,True,0.044,0.0777,0.3378,0.0871,0.3902
This was the worst incident of my hostel life. I was insulted by a close friend of mine on the eve of the New year and it totally spoiled my New year's night.,anger,disgust,0.44540396332740784,False,0.0201,0.0313,0.4382,0.0252,0.4454
When my beloved uncle was shot dead by relatives.,sadness,sadness,0.29989203810691833,True,0.2037,0.2999,0.0865,0.1158,0.151
A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me.,disgust,disgust,0.8382406830787659,True,0.0156,0.0171,0.0943,0.0179,0.8382
When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.,joy,joy,0.753779947757721,True,0.7538,0.0221,0.021,0.0269,0.0243
I was angry when my abilities of a singer were underestimated.,anger,anger,0.9065630435943604,True,0.0111,0.022,0.9066,0.0166,0.0261
"I was very sad when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine.",sadness,sadness,0.8708932995796204,True,0.0246,0.8709,0.038,0.0219,0.0244
"""Boy, you have been admitted to the medicine school and your uncle is coming back fron Canada next week,"" my father told me and it was a happy moment.",joy,joy,0.8377280235290527,True,0.8377,0.0273,0.0183,0.0199,0.0205
 I have not felt this emotion yet.,fear,surprise,0.35588133335113525,False,0.0943,0.2622,0.0658,0.166,0.0558
Some people not cueing in the dining hall.,disgust,disgust,0.36914846301078796,True,0.0725,0.1456,0.1062,0.1812,0.3691
When my cat ran under a car and came home wounded. He could hardly walk. I didn't dare to go to a veterinarian because I was afraid he would kill him.,fear,fear,0.3306119441986084,True,0.0437,0.078,0.1102,0.3306,0.1581
A group of youngsters dressed in fads talked foul language on a bus. They also insulted the pedestrians on the road and were impolite to the passengers of the bus.,disgust,disgust,0.8288425207138062,True,0.023,0.0171,0.0832,0.0223,0.8288
When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me.,anger,surprise,0.3300117254257202,False,0.0834,0.2697,0.1126,0.1236,0.0807
When I found that my ability to do ordinary work was worse than my fellow mates.,sadness,sadness,0.6477306485176086,True,0.0387,0.6477,0.1025,0.061,0.0944
I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.,fear,surprise,0.30455607175827026,False,0.123,0.2988,0.0722,0.0858,0.1156
Misunderstood by friends.,anger,disgust,0.708573043346405,False,0.0259,0.0555,0.1327,0.0364,0.7086
I felt it when I saw our headmaster blushed ingratiating himself with high ranking officials.,disgust,joy,0.5753557682037354,False,0.5754,0.0593,0.0349,0.0439,0.0455
"I was alone in my parents' house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular.",sadness,sadness,0.5516884922981262,True,0.2226,0.5517,0.0381,0.059,0.0569
I felt disgust when I saw a dead animal on the roadway.,disgust,disgust,0.8690570592880249,True,0.0194,0.0268,0.0505,0.0175,0.8691
"I was in a train when a woman started talking loudly and attracting everybody's attention. The worst thing was that she was discussing something, about which she knew nothing, with another person.",disgust,sadness,0.26333025097846985,False,0.0444,0.2633,0.216,0.1537,0.186
I gave my mom a gift she wanted for years. I raflected her joy.,joy,joy,0.8848363757133484,True,0.8848,0.0241,0.0151,0.0156,0.0178
When my girlfriend of two years told me it was all over.,anger,joy,0.4776604473590851,False,0.4777,0.1292,0.0465,0.0586,0.0526
When I first suffered from syphilis.,sadness,sadness,0.42126744985580444,True,0.0698,0.4213,0.0815,0.1276,0.2074
Doing anatomy alone for the first time.,fear,joy,0.5277406573295593,False,0.5277,0.0606,0.036,0.0499,0.0696
One night I and my friends went to the cemetery. We stopped the car in front of the wall and suddenly the grave digger appeared over the wall looking like a ghost. I was already afraid and almost died.,fear,sadness,0.27334412932395935,False,0.0893,0.2733,0.0542,0.246,0.082
One night I was lying in my bed awake but I had my eyes closed. I saw figures with terrible faces and black frocks bending over me and touching me. I opened my eyes but I could still see them. I had the feeling that somebody was in the room. It was terrible. Only when I turned on the light I was able to go to sleep.,fear,sadness,0.4878782629966736,False,0.0821,0.4879,0.0679,0.0882,0.0844
Not winning a medal in the swimming contest.,sadness,sadness,0.2525255084037781,True,0.0631,0.2525,0.1957,0.1379,0.202
"When I was 9 years old, I got a cat, but after 3 days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much.",sadness,sadness,0.6075091361999512,True,0.1825,0.6075,0.0416,0.0402,0.0506
"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up.",anger,surprise,0.4593617916107178,False,0.1373,0.1662,0.0456,0.1481,0.0435
I broke a window of a neighbouring house and I feared my mother's judgement and action on what I had done.,fear,fear,0.4723184406757355,True,0.0391,0.1364,0.1105,0.4723,0.0691
After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw.,disgust,disgust,0.8069512844085693,True,0.0203,0.0284,0.107,0.0167,0.807
"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree. I got frigthened, turned around and ran out of the forest.",fear,surprise,0.2749170660972595,False,0.1406,0.2022,0.0999,0.1722,0.1101
"Yesterday, I was just about to cross the road when a country guy who was ahead of me spat out a mouthful of betel juice on the road. It was very windy and had I not checked my speed I would have had a very good shower of his saliva. Though I was not angry, I felt that these people were very indecent.",disgust,anger,0.5720523595809937,False,0.0404,0.1445,0.5721,0.0861,0.0707
My boyfriend decided to make an end to our relationship.,sadness,sadness,0.669402539730072,True,0.0969,0.6694,0.0613,0.061,0.0603
 When I do not get any co-operation from my friends/partners.,anger,fear,0.4783184826374054,False,0.0844,0.1852,0.0983,0.4783,0.0666
When I was told that I had not been successful in getting the job I had been expecting. I was sure that I was sufficiently qualified.,sadness,surprise,0.4286080002784729,False,0.4139,0.0467,0.0268,0.0561,0.028
The stories about the way my grandmother treated my mother.,anger,joy,0.4984825551509857,False,0.4985,0.1025,0.054,0.0558,0.1326
I had a dream in which I was an African elephant.,fear,joy,0.6021649837493896,False,0.6022,0.0513,0.029,0.045,0.0494
To be kissed by soembody I didn't expect to.,disgust,surprise,0.6719359159469604,False,0.1609,0.0461,0.0307,0.0424,0.048
"Once when I was playing table tennis I was already sure that I would win , but at last I lost the game.",anger,sadness,0.30175501108169556,False,0.2978,0.3018,0.0491,0.0985,0.0491
The lift of Stockholm central station stank of vomit and urine.,disgust,disgust,0.7367120385169983,True,0.0481,0.0397,0.0882,0.042,0.7367
When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes. I was very angry.,anger,anger,0.8782508969306946,True,0.0128,0.041,0.8783,0.0187,0.0299
"The week before I entered to army, when we were being selected. During 5 days I had to pass 10 hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant.",fear,sadness,0.562639594078064,False,0.0714,0.5626,0.0595,0.1521,0.0574
 Do not remember any incident.,disgust,sadness,0.2625146210193634,False,0.0749,0.2625,0.1037,0.1761,0.1244
My dog died of a cerebral tumor.,sadness,sadness,0.37956950068473816,True,0.1453,0.3796,0.1045,0.1001,0.1664
When my brother gave me a watch.,joy,joy,0.5125762224197388,True,0.5126,0.096,0.0385,0.0804,0.0638
"When I finished my exams after 12th Grade, I was worried about getting a T.E. Score high enough for Physiotherapy. When I found that I had been accepted I was ecstatic, or more appropriately, could jump for joy.",joy,joy,0.755002498626709,True,0.755,0.0353,0.0184,0.0391,0.0216
When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on.,sadness,sadness,0.8191762566566467,True,0.0598,0.8192,0.0359,0.0295,0.0244
The first time that I saw a dead person. This was when I started my gross anatomy practicals.,fear,surprise,0.576886773109436,False,0.2056,0.0611,0.04,0.048,0.0684
When I was told that I had no right to control my lover.,disgust,surprise,0.2968181371688843,False,0.1137,0.2774,0.1089,0.1287,0.0744
I wrote an assignment and was given less marks than a friend with whom I had previously discussed the assignment.,anger,sadness,0.32506027817726135,False,0.2246,0.3251,0.0453,0.0829,0.0759
It happened that I was alone - with no contacts with friends.,sadness,sadness,0.5767682790756226,True,0.0767,0.5768,0.0489,0.062,0.0533
After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad.,joy,joy,0.8552693724632263,True,0.8553,0.0375,0.0192,0.0229,0.0206
I was very angry one day when my husband ignored me and slept on a separate bed. He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing.,anger,anger,0.8446357250213623,True,0.0128,0.0671,0.8446,0.0214,0.0285
"Seeing a friend ""making love"" to a high school girl. I accidentally was dragged into this room where the happenings had occurred. I was disgusted at the reality.",disgust,disgust,0.8258478045463562,True,0.0164,0.0175,0.1017,0.0163,0.8258
 The same as in guilt.,sadness,sadness,0.3580324649810791,True,0.133,0.358,0.0966,0.1208,0.162
When I was reading a book. It had nothing to do with the book itself but with the disagreable smell of the pages of the book.,disgust,disgust,0.37786856293678284,True,0.0647,0.2563,0.1079,0.0835,0.3779
When I got home I found that the electrical supply had been disconnected despite my having paid ZESCO the full bill a few days earlier.,anger,surprise,0.36854928731918335,False,0.0949,0.2823,0.0679,0.1305,0.0558
A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.,joy,joy,0.8817312121391296,True,0.8817,0.0325,0.0166,0.0196,0.018
I felt sad when a thief stole all the clothes from my friend's cupboard at school (boarding).,sadness,sadness,0.8651964068412781,True,0.0304,0.8652,0.0299,0.0272,0.0256
"Waiting for a bus not coming for a long time, and the bus drivers were having a long lunch.",disgust,sadness,0.24699971079826355,False,0.2072,0.247,0.0615,0.1623,0.1091
I received a letter from my college telling me that I would not be allowed to sit for the exams because of my low attendance in class and the bad experience in the terminal exams.,fear,sadness,0.3443426489830017,False,0.0961,0.3443,0.1544,0.1784,0.0784
"When my elder brother, who had gone abroad to study for six years, came back home safe and in good health.",joy,joy,0.8320735096931458,True,0.8321,0.0419,0.0175,0.0224,0.0215
I felt disgust when I saw a friend walking in stagnant water without putting on gum boots.,disgust,disgust,0.867081344127655,True,0.0183,0.0272,0.0552,0.0165,0.8671
"When my brother got very low marks in the exams, I was very angry. I put my studies aside to help him, as every time my brother does badly at school, my family members blame me as well.",anger,anger,0.86955326795578,True,0.0118,0.0492,0.8696,0.019,0.034
Failing an examination.,sadness,disgust,0.2677832543849945,False,0.0764,0.1336,0.1702,0.2432,0.2678
When I had to walk home in the dark for the first time. ,fear,surprise,0.30887261033058167,False,0.2496,0.2426,0.0475,0.0811,0.0703
I was at the seaside and my brother disappeared for a couple of hours.,fear,sadness,0.6841058731079102,False,0.0664,0.6841,0.046,0.0787,0.0481
I was scolded by my mother for no reason.,anger,anger,0.4287124574184418,True,0.0311,0.0687,0.4287,0.0288,0.4003
You told me psychology can help people to be happier.,joy,joy,0.788282036781311,True,0.7883,0.0326,0.0238,0.0301,0.0392
Relative's death.,sadness,sadness,0.41984158754348755,True,0.1362,0.4198,0.0796,0.1107,0.1182
People who discriminate other people disgust me.,disgust,disgust,0.9060679078102112,True,0.0157,0.0143,0.0343,0.015,0.9061
"My brother and I were driving to Brisbane when he drove back onto the road, perhaps cutting off another car but not noticeable - this driver did his best to drive us off the road for about 1/2 an hour.",fear,joy,0.4205254018306732,False,0.4205,0.0759,0.0342,0.0849,0.0402
"My 21st birthday celebration, when I cut the cake and received the presents.",joy,joy,0.8356820940971375,True,0.8357,0.0247,0.02,0.0187,0.027
I felt joy when my two twin sisters were born.,joy,joy,0.8947616815567017,True,0.8948,0.027,0.015,0.0159,0.0171
"After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did.",joy,joy,0.6220211982727051,True,0.622,0.1602,0.033,0.0446,0.033
When I felt lack of aid from close friends.,sadness,sadness,0.8321303725242615,True,0.0367,0.8321,0.0328,0.0399,0.0261
I went to visit a friend in hospital. He was going to be operated the next day. I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.,fear,fear,0.4623227119445801,True,0.0616,0.1539,0.0351,0.4623,0.0452
"My best friend started moving out with my boyfriend. When I heard this my heart sank because I didn't expect that my own good friend could do such a thing, so I got angry.",anger,anger,0.8533774614334106,True,0.0133,0.057,0.8534,0.0257,0.0258
I felt dusgust with a self-iterested person who ruined the life of another by means of utterly unfair methods.,disgust,disgust,0.43755853176116943,True,0.0312,0.1742,0.2804,0.0377,0.4376
"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world. Suddenly people began dancing wildly, inspired by the band. An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"". It was delightful to dance to one's heart content.",joy,joy,0.7724379301071167,True,0.7724,0.0301,0.0238,0.0248,0.0375
Crossing a street of several ways the cars began to move and I thought that I was going to be trampled.,fear,fear,0.35404732823371887,True,0.0614,0.1552,0.087,0.354,0.1232
"After having been ill, when I was coming back to the hostel, I felt very sad leaving home.",sadness,sadness,0.8691391944885254,True,0.0344,0.8691,0.0249,0.0249,0.0242
The day I encountered a queer mamba face to face in a chunk of leaves behind our house.,fear,surprise,0.30533090233802795,False,0.1116,0.1517,0.0798,0.0919,0.2596
"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal.",anger,joy,0.4022141993045807,False,0.4022,0.0999,0.0519,0.0689,0.0963
I was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me.,fear,surprise,0.6269673109054565,False,0.0826,0.0536,0.0485,0.1362,0.0521
"I wanted to go out to walk but I didn't know either where or with whom, suddenly an invitation appeared.",joy,surprise,0.6769428849220276,False,0.0624,0.0644,0.0327,0.1271,0.0364
I experienced it when I was accepted at the Medical Higher Institute.,joy,joy,0.5513322353363037,True,0.5513,0.0572,0.0281,0.0407,0.0459
"Disagreements with mother. When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. ",anger,sadness,0.40755802392959595,False,0.0353,0.4076,0.2656,0.1304,0.1024
"When I watched a report about El Salvador on TV, I saw people who had been murdered by terrible methods.",disgust,surprise,0.25405776500701904,False,0.1156,0.2009,0.1092,0.1099,0.2103
"A relative, whom I like very much, left for the United States.",sadness,joy,0.6803955435752869,False,0.6804,0.087,0.0316,0.0373,0.046
When I fell crazily in love with a beautiful girl and she returned my love.,joy,joy,0.655920684337616,True,0.6559,0.1204,0.0296,0.0311,0.0315
My girlfriend left the house in which we lived together a few months ago. This made me very sad.,sadness,sadness,0.8693307638168335,True,0.027,0.8693,0.034,0.0233,0.0244
Can think of no time that I have felt fear.,fear,fear,0.6372368931770325,True,0.0419,0.1013,0.0462,0.6372,0.0509
Pictures of Nazi extermination camps on a T.V program.,disgust,disgust,0.33542972803115845,True,0.195,0.1243,0.1008,0.1094,0.3354
"That afternoon I received two messages informing me, one that my brother was in a coma in the U.T.H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital á to see my brother.",sadness,surprise,0.3867871165275574,False,0.164,0.1428,0.0717,0.1806,0.0541
"When I heard that there had been some women raped at uni, just near where I usually park my car and walk by myself at night. Although I wasn't in danger it unnerved me for days and I was fearful whenever walking through the area.",fear,fear,0.5124791860580444,True,0.0375,0.1126,0.0541,0.5125,0.0743
When someone accuses me without reason and is not willing to listen to me.,anger,anger,0.3177354633808136,True,0.0346,0.0523,0.3177,0.2589,0.2797
The computer at school had left out my name along with four others and I had no rights for one year. So I was happy to find my name on the medical schhol list.,joy,joy,0.8598531484603882,True,0.8599,0.0373,0.0176,0.0183,0.0195
"Fear is an emotion that I experience very often. Naturally this is during exams and subsequently while waiting for the results. However there is one occassion when I was paralyzed with fear. This was when I was doing my M.A.-I, and we had a series of student lectures. I was one of the participants and my lecture happened to be the opening lecture. I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me. I felt my heart go cold, my lips go dry and I was really paralyzed. This incident of fear is still fresh.",fear,surprise,0.32097136974334717,False,0.2816,0.1334,0.0495,0.1292,0.0853
"I felt fear when once I was asleep and dreamed that I was dying asfixiated by a cardiac attack, I was afraid and woke up desperate. Altough I wasn't afraid of death I was afraid.",fear,fear,0.584807276725769,True,0.0402,0.1576,0.0373,0.5848,0.059
It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,fear,surprise,0.3955900967121124,False,0.2426,0.156,0.062,0.0792,0.0646
A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.,sadness,sadness,0.36172211170196533,True,0.2457,0.3617,0.0387,0.0678,0.0569
Saw some girls dressed up like Americans,disgust,disgust,0.2716802656650543,True,0.2186,0.1095,0.0873,0.0863,0.2717
"After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done). They did not understand my problem and thought that I should not have so many other activities. Their reaction made me burst into tears.",sadness,surprise,0.38245972990989685,False,0.1517,0.2113,0.0541,0.1329,0.0675
After a long time I saw my boy-friend again. ,joy,joy,0.5764120221138,True,0.5764,0.1356,0.0325,0.0342,0.035
My father died. I was away at the time and did not know until two days after.,sadness,sadness,0.6261357069015503,True,0.0611,0.6261,0.0425,0.0957,0.038
"Summer, heavy rain, storm - I was standing with my face stick to the window: the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying.",sadness,joy,0.386727511882782,False,0.3867,0.3049,0.0498,0.058,0.0675
"Attitude to some manners of dealing and some ""sanctioned"" relations.",anger,disgust,0.5908246636390686,False,0.1257,0.0562,0.0622,0.065,0.5908
I could have been killed by a falling object.,fear,surprise,0.21740438044071198,False,0.0953,0.172,0.1673,0.1624,0.1856
"A friend was unpunctual, we wanted to prepare ourselves for an examination.",anger,joy,0.5707259774208069,False,0.5707,0.0645,0.0274,0.0641,0.0515
"In the student's union there was someone who took the photocopies of two large volumes. I asked him to let me take a few, he refused it for an acceptable reason. ",anger,surprise,0.3998924195766449,False,0.2626,0.1169,0.052,0.0751,0.0936
When another fellow worker decided to leave the company. We had been very close and we would not be able to work with eachother any longer.,sadness,sadness,0.5756427645683289,True,0.1623,0.5756,0.0412,0.08,0.0398
This was when I found out that a cousin of mine had taken away my trousers without my consent.,anger,surprise,0.5974565744400024,False,0.0661,0.1066,0.0761,0.1073,0.0465
When my mother got a terrible beating from my father. It was so bad that she fainted and it was only then that my dad realized how bad it was.,disgust,sadness,0.5798755884170532,False,0.0585,0.5799,0.1182,0.0571,0.0632
"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me.",anger,sadness,0.5018645524978638,False,0.0496,0.5019,0.1251,0.1313,0.1121
"When my husband lied to me, tricked me and when I had to leave my home.",sadness,anger,0.31803762912750244,False,0.0506,0.1612,0.318,0.1054,0.289
My parents do not like my friend and told me to stay away from him.,anger,fear,0.3444986939430237,False,0.0435,0.1508,0.2052,0.3445,0.1597
As a result of breaking the indicator light as mentioned for guilt.,fear,anger,0.29686006903648376,False,0.0442,0.2658,0.2969,0.1191,0.2036
"Motorcycle accident with two people involved, running off the road. Broke an arm, only.",fear,sadness,0.25708770751953125,False,0.0826,0.2571,0.1404,0.172,0.1842
As a child - having a dog - it getting a disease and dying.,sadness,disgust,0.33158278465270996,False,0.0874,0.2662,0.1385,0.1016,0.3316
"When I learnt that I had to repeat the first year, I found the solution immediately but was blocked by many difficulties.",sadness,surprise,0.40139827132225037,False,0.0777,0.2935,0.0867,0.1028,0.0379
"Once, during a performance I did not sing the way I had to.",anger,surprise,0.337568074464798,False,0.0904,0.2721,0.0737,0.1303,0.0959
When I met a friend that I hadn't seen for some time.,joy,surprise,0.38316747546195984,False,0.3492,0.1069,0.0359,0.0752,0.0496
"When in a car accident where car was total wipe off (wipe out, or write off).",fear,disgust,0.36209002137184143,False,0.0796,0.1159,0.1733,0.1719,0.3621
Succeeding in helping others.,joy,joy,0.8034467101097107,True,0.8034,0.0315,0.0267,0.0319,0.0428
"When people are eating unsavoury (smacking, belching, speaking with food in their mouth, etc.).",disgust,disgust,0.7424583435058594,True,0.0278,0.0338,0.1064,0.0591,0.7425
When programmes on violence or pornography are shown on T.V.,disgust,disgust,0.3688373267650604,True,0.1204,0.0738,0.1327,0.1681,0.3688
When the relationship with my girlfriend broke up.,sadness,sadness,0.5593408942222595,True,0.0633,0.5593,0.1226,0.1002,0.0899
At a social event when none of the guests would help to serve food or clear tables. It was all beneath them.,disgust,sadness,0.33384183049201965,False,0.0832,0.3338,0.1097,0.1051,0.2214
On the T.V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip.,anger,surprise,0.3152685761451721,False,0.1148,0.0645,0.13,0.1157,0.2597
Saw people spitting in public.,disgust,disgust,0.7160926461219788,True,0.0383,0.0357,0.1227,0.0411,0.7161
Disgust of drunkers and of blood.,disgust,disgust,0.8965111970901489,True,0.019,0.0177,0.0362,0.0145,0.8965
I feel disgust with my first boyfriend who made fun of our love in an abominable way.,disgust,disgust,0.8853881359100342,True,0.0155,0.0201,0.0508,0.0149,0.8854
I once failed a test miserably and my friend did very well and someone made a nasty comment while comparing me to my friend.,anger,disgust,0.4289740324020386,False,0.0843,0.0593,0.2296,0.0688,0.429
Getting back with my boyfriend after a year away - apart.,joy,joy,0.5930391550064087,True,0.593,0.1252,0.0406,0.0674,0.0596
I was in a camp and went out for a walk at night on my own. I lost my way and spent several hours looking for the camp.,fear,sadness,0.7134793996810913,False,0.0699,0.7135,0.0404,0.068,0.0433
One day I was walking with my boyfriend. We met my ex-boyfriend and out of jealousy he started calling me names.,disgust,sadness,0.25875788927078247,False,0.1859,0.2588,0.1121,0.1011,0.1337
When they told me that I had got a study grant.,joy,joy,0.45730724930763245,True,0.4573,0.0609,0.0349,0.0615,0.0391
My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead.,anger,joy,0.6666690111160278,False,0.6667,0.0504,0.0323,0.0642,0.0415
When my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people.,disgust,sadness,0.3554545044898987,False,0.1907,0.3555,0.112,0.1103,0.1014
"I was sitting on an electric swing, suddenly the machine went out of order while I was still in the upward position.",fear,surprise,0.4195038974285126,False,0.1254,0.2126,0.0571,0.1204,0.065
The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.,anger,joy,0.31146907806396484,False,0.3115,0.095,0.08,0.1181,0.1516
Finding out I am not good looking.,sadness,fear,0.582822322845459,False,0.0336,0.1374,0.0933,0.5828,0.0533
A bad smelling cucumber.,disgust,disgust,0.7526068091392517,True,0.0546,0.0453,0.0603,0.0443,0.7526
"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event.",fear,surprise,0.44672730565071106,False,0.2809,0.0952,0.03,0.0998,0.0473
"The day that the results of the college entrance examinations for the S. Paulo University were published and I didn't find my name on the list. Entering this University was my greatest wish, and the fact of not having succeded caused a great frustration, and not only sadness.",sadness,sadness,0.7403315305709839,True,0.0801,0.7403,0.0622,0.031,0.0329
When my friend told me that he would come and meet me in a moment.,joy,joy,0.6850309371948242,True,0.685,0.0441,0.0223,0.0446,0.0302
When I heard that my father had been involved in a car accident in Lusaka. This happened when he had gone to get the car which had been stolen in Lusaka.,sadness,surprise,0.5465742945671082,False,0.0979,0.1053,0.0578,0.1455,0.0468
When the week for Exams came. I got afraid as to how I would tackle the questions.,fear,fear,0.7767550349235535,True,0.0232,0.0809,0.0274,0.7768,0.0342
When I learned that my parents were going abroad and leaving me alone for a few years.,joy,surprise,0.29421883821487427,False,0.2574,0.2507,0.0367,0.1199,0.041
When I watched a film about the problems of abandoned children (PIXOTE).,disgust,joy,0.40527111291885376,False,0.4053,0.0906,0.0508,0.0809,0.1183
When my grandfather died.,sadness,sadness,0.5028205513954163,True,0.1638,0.5028,0.0508,0.0951,0.0719
"My superior blamed me for some neglects at work in front of others. In fact, the task in question was not supposed to be done by me.",anger,sadness,0.4002186357975006,False,0.0378,0.4002,0.2516,0.0855,0.13
Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.,sadness,surprise,0.2910616397857666,False,0.1791,0.2002,0.0611,0.1633,0.1053
"In the traffic with a car, I nearly got crushed between a bus and a tram. The attention of other drivers saved me at the last moment.",fear,surprise,0.5965781807899475,False,0.2316,0.056,0.0359,0.0407,0.0391
Fear of punishment for having broken an item of value to my parents.,fear,fear,0.5835985541343689,True,0.0345,0.0638,0.088,0.5836,0.1938
Today I did a lot better on my architecture project than I expected.,joy,joy,0.7263169288635254,True,0.7263,0.0308,0.0235,0.0254,0.026
My sister bkoke her leg.,sadness,joy,0.45034122467041016,False,0.4503,0.0529,0.0485,0.1161,0.0902
After the interview for admission to the university and before the admission list was disclosed. I was scared that I would not be admitted and my fear lasted for quite some time. My fear disappeared only after the list was disclosed.,fear,fear,0.37240666151046753,True,0.0569,0.3222,0.05,0.3724,0.0468
